OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu01581,4e-05,0,3.6e-05,0,0,0,1.8e-05,0.00264485106382979,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Alphaproteobacteria_unclassified(99),Alphaproteobacteria_unclassified(99),Alphaproteobacteria_unclassified(99),
Otu00969,7.5e-05,0,3.1e-05,1.3e-05,0,7e-06,1.9e-05,0.002733625,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01081,4e-06,0,3e-06,5e-05,0,1.4e-05,2e-05,0.00281877551020408,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00530,8.1e-05,0,5.7e-05,1.6e-05,0,9e-06,2.3e-05,0.00294144444444444,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Anaerofilum(99),
Otu00817,1.9e-05,0,8e-06,8.4e-05,0,3.7e-05,2.3e-05,0.00294144444444444,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01218,8.5e-05,0,3.8e-05,1.8e-05,0,1.3e-05,2.3e-05,0.00294144444444444,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotellaceae_unclassified(69),
Otu01285,6.2e-05,0,1.8e-05,8e-06,0,4e-06,2.2e-05,0.00294144444444444,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu01374,6.2e-05,0,2.3e-05,8e-06,0,6e-06,2.2e-05,0.00294144444444444,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(98),
Otu01337,5.5e-05,0,2.7e-05,5e-06,0,5e-06,2.6e-05,0.00315010526315789,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01370,5.5e-05,0,2.5e-05,5e-06,0,4e-06,2.6e-05,0.00315010526315789,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(94),Paraprevotella(94),
Otu01471,5.5e-05,0,2.6e-05,5e-06,0,4e-06,2.6e-05,0.00315010526315789,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(99),
Otu01343,0,0,0,3.4e-05,0,2.1e-05,2.9e-05,0.00339447457627119,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(94),Firmicutes_unclassified(94),Firmicutes_unclassified(94),Firmicutes_unclassified(94),
Otu01610,0,0,0,3.4e-05,0,3.4e-05,2.9e-05,0.00339447457627119,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),Desulfovibrionales(100),Desulfovibrionaceae(100),Bilophila(100),
Otu01744,3.8e-05,0,1.8e-05,0,0,0,3.5e-05,0.0040285,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01425,9e-06,0,7e-06,5.8e-05,0,4.3e-05,3.8e-05,0.00430209836065574,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01503,4e-06,0,3e-06,4.7e-05,0,1.1e-05,4e-05,0.00445548387096774,Bacteria(100),Firmicutes(96),Clostridia(96),Clostridiales(96),Ruminococcaceae(92),Ruminococcaceae_unclassified(92),
Otu01662,5.3e-05,0,2.2e-05,5e-06,0,4e-06,4.5e-05,0.00493285714285714,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(99),
Otu01520,7e-05,0,6.6e-05,1.3e-05,0,1.1e-05,5.2e-05,0.005611125,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu01006,7.5e-05,0,4.6e-05,1.6e-05,0,1.1e-05,5.8e-05,0.00616227692307692,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(97),Ruminococcaceae_unclassified(97),
Otu01197,0,0,0,3.2e-05,0,2.6e-05,6.4e-05,0.00669672727272727,Bacteria(100),Fusobacteria(100),Fusobacteriia(100),Fusobacteriales(100),Fusobacteriaceae(100),Cetobacterium(100),
Otu01541,3.6e-05,0,1.7e-05,0,0,0,6.7e-05,0.00680444117647059,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu02019,3.6e-05,0,2e-05,0,0,0,6.7e-05,0.00680444117647059,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotellaceae_unclassified(100),
Otu00900,6.4e-05,0,5.7e-05,1.1e-05,0,8e-06,8e-05,0.00766282191780822,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu01280,6.4e-05,0,3.2e-05,1.1e-05,0,8e-06,8e-05,0.00766282191780822,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01465,6.4e-05,0,4.5e-05,1.1e-05,0,1.1e-05,8e-05,0.00766282191780822,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Pasteurellales(100),Pasteurellaceae(100),Pasteurellaceae_unclassified(100),
Otu01506,5.1e-05,0,2.6e-05,5e-06,0,5e-06,8.1e-05,0.00766282191780822,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01545,5.1e-05,0,2.4e-05,5e-06,0,5e-06,8.1e-05,0.00766282191780822,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00738,6.8e-05,0,4e-05,1.3e-05,0,1.1e-05,8.6e-05,0.00791888,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(99),Alphaproteobacteria_unclassified(99),Alphaproteobacteria_unclassified(99),Alphaproteobacteria_unclassified(99),
Otu01223,6.8e-05,0,3.4e-05,1.3e-05,0,9e-06,8.6e-05,0.00791888,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(94),Prevotellaceae_unclassified(94),
Otu01042,8.7e-05,0,4.7e-05,2.4e-05,0,1.7e-05,9.2e-05,0.0083598947368421,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Actinomycetales(100),Actinomycetaceae(100),Mobiluncus(100),
Otu00863,5.5e-05,0,2.1e-05,8e-06,0,6e-06,0.000106,0.00950696103896104,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(100),Treponema(100),
Otu01749,6e-06,0,4e-06,5e-05,0,1.9e-05,0.000108,0.00956215384615385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01023,1.9e-05,0,8e-06,7.6e-05,0,2.3e-05,0.00011,0.00961594936708861,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(84),
Otu01239,1.7e-05,0,8e-06,7.1e-05,0,2.3e-05,0.000123,0.010617975,Bacteria(100),Lentisphaerae(100),Lentisphaeria(100),Victivallales(100),Victivallaceae(100),Victivallis(100),
Otu01562,3.4e-05,0,1.7e-05,0,0,0,0.000129,0.010733421686747,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(95),Porphyromonadaceae_unclassified(95),
Otu01897,3.4e-05,0,1.5e-05,0,0,0,0.000129,0.010733421686747,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu02034,3.4e-05,0,1.6e-05,0,0,0,0.000129,0.010733421686747,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01192,8.5e-05,0,3.8e-05,2.4e-05,0,1e-05,0.000142,0.0113007272727273,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01263,6.6e-05,0,3e-05,1.3e-05,0,9e-06,0.000141,0.0113007272727273,Bacteria(100),SR1(100),SR1_unclassified(100),SR1_unclassified(100),SR1_unclassified(100),SR1_unclassified(100),
Otu01696,4.9e-05,0,2.4e-05,5e-06,0,4e-06,0.000143,0.0113007272727273,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(98),
Otu01760,0,0,0,2.9e-05,0,1.3e-05,0.000144,0.0113007272727273,Bacteria(100),Bacteroidetes(98),Bacteroidetes_unclassified(53),Bacteroidetes_unclassified(53),Bacteroidetes_unclassified(53),Bacteroidetes_unclassified(53),
Otu02067,4.9e-05,0,4.7e-05,5e-06,0,5e-06,0.000143,0.0113007272727273,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(98),Ruminococcaceae_unclassified(98),
Otu01127,4e-05,0,3.8e-05,3e-06,0,3e-06,0.000154,0.0118169333333333,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(98),Prevotella(98),
Otu01726,4e-05,0,1.8e-05,3e-06,0,3e-06,0.000154,0.0118169333333333,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01605,6e-06,0,5e-06,4.7e-05,0,1.6e-05,0.000202,0.0153298021978022,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(87),
Otu01003,3.2e-05,0,1.6e-05,0,0,0,0.000249,0.01719594,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu01230,7.2e-05,0,6.4e-05,1.8e-05,0,1.3e-05,0.000243,0.01719594,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01332,6.4e-05,0,2.3e-05,1.3e-05,0,9e-06,0.000232,0.01719594,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01429,7.5e-05,0,4.2e-05,1.8e-05,0,1.1e-05,0.000248,0.01719594,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01447,1.3e-05,0,6e-06,6e-05,0,4e-05,0.00023,0.01719594,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu01780,2e-06,0,2e-06,3.4e-05,0,2.9e-05,0.000235,0.01719594,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01862,3.2e-05,0,1.6e-05,0,0,0,0.000249,0.01719594,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu02099,3.2e-05,0,1.8e-05,0,0,0,0.000249,0.01719594,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu02258,3.2e-05,0,3.2e-05,0,0,0,0.000249,0.01719594,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01055,8.5e-05,0,3.2e-05,2.6e-05,0,1.8e-05,0.000318,0.0217335882352941,Bacteria(100),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),
Otu02817,0,0,0,2.6e-05,0,2.6e-05,0.000321,0.0217335882352941,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Streptococcaceae(100),Streptococcus(100),
Otu01244,2.6e-05,0,1.3e-05,8.2e-05,0,3.3e-05,0.000339,0.0227294563106796,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01328,5.5e-05,0,2.3e-05,1.1e-05,0,5e-06,0.000353,0.0234405576923077,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(88),Porphyromonadaceae_unclassified(88),
Otu01141,6.6e-05,0,2.8e-05,1.6e-05,0,1e-05,0.000378,0.0246270566037736,Bacteria(100),Fibrobacteres(100),Fibrobacteria(100),Fibrobacterales(100),Fibrobacteraceae(100),Fibrobacter(100),
Otu01266,6.6e-05,0,2.8e-05,1.6e-05,0,1.3e-05,0.000378,0.0246270566037736,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Peptostreptococcaceae_unclassified(100),
Otu01596,4.5e-05,0,1.6e-05,5e-06,0,5e-06,0.000446,0.0280006909090909,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Actinomycetales(100),Micrococcaceae(100),Rothia(100),
Otu01642,4.5e-05,0,2.6e-05,5e-06,0,5e-06,0.000446,0.0280006909090909,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(99),Prevotellaceae_unclassified(96),
Otu01728,4.3e-05,0,1.7e-05,5e-06,0,5e-06,0.000435,0.0280006909090909,Bacteria(100),Fusobacteria(100),Fusobacteriia(100),Fusobacteriales(100),Fusobacteriaceae(100),Cetobacterium(100),
Otu01933,4.5e-05,0,2.2e-05,5e-06,0,5e-06,0.000446,0.0280006909090909,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu01098,8.3e-05,0,4.1e-05,2.6e-05,0,1.3e-05,0.000479,0.0290052,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotellaceae_unclassified(99),
Otu01441,2.8e-05,0,2.8e-05,0,0,0,0.000477,0.0290052,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu01832,2.8e-05,0,1.8e-05,0,0,0,0.000477,0.0290052,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Veillonellaceae(100),Veillonellaceae_unclassified(100),
Otu01963,2.8e-05,0,1.2e-05,0,0,0,0.000477,0.0290052,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(94),Bacteroidales_unclassified(94),
Otu02158,3e-05,0,1.8e-05,0,0,0,0.000483,0.0290052,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01595,3.6e-05,0,1.5e-05,3e-06,0,3e-06,0.000492,0.0292909655172414,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(91),Bacteroidetes_unclassified(91),Bacteroidetes_unclassified(91),Bacteroidetes_unclassified(91),
Otu01593,4.9e-05,0,3.1e-05,8e-06,0,6e-06,0.000514,0.0303391794871795,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Pasteurellales(100),Pasteurellaceae(100),Pasteurellaceae_unclassified(98),
Otu01346,5.3e-05,0,3.3e-05,1.1e-05,0,6e-06,0.000577,0.0337691694915254,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu01799,4e-06,0,4e-06,3.7e-05,0,2.4e-05,6e-04,0.0348201680672269,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01259,1.7e-05,0,6e-06,6.3e-05,0,2.5e-05,0.000607,0.03493285,Bacteria(100),Proteobacteria(93),Alphaproteobacteria(62),Alphaproteobacteria_unclassified(62),Alphaproteobacteria_unclassified(62),Alphaproteobacteria_unclassified(62),
Otu01120,6e-05,0,2.3e-05,1.3e-05,0,7e-06,0.00062,0.0353861157024793,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01338,1.3e-05,0,7e-06,5.5e-05,0,1.6e-05,0.000693,0.0387627096774194,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01599,1.3e-05,0,8e-06,5.5e-05,0,4.5e-05,0.000693,0.0387627096774194,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
