OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu01522,5.1e-05,0,2.4e-05,0,0,0,0,0,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01606,6.4e-05,0,4.3e-05,2e-06,0,2e-06,0,0,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Faecalicoccus(100),
Otu01637,8.7e-05,0,5.4e-05,0,0,0,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01682,5e-06,0,5e-06,7.7e-05,0,6.6e-05,0,0,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Xanthomonadales(100),Xanthomonadaceae(100),Stenotrophomonas(100),
Otu01697,7.9e-05,0,7.9e-05,0,0,0,0,0,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu01773,8.7e-05,0,8.7e-05,0,0,0,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotellaceae_unclassified(100),
Otu01786,8.4e-05,0,8.4e-05,0,0,0,0,0,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01789,5.4e-05,0,5.1e-05,0,0,0,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotellaceae_unclassified(100),
Otu01975,0,0,0,6e-05,0,5.7e-05,0,0,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01991,6.4e-05,0,5.6e-05,2e-06,0,2e-06,0,0,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00921,3e-06,0,3e-06,6e-05,0,5.3e-05,1e-06,0.00022028125,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(100),Treponema(100),
Otu00976,5e-06,0,4e-06,6.6e-05,0,2.6e-05,1e-06,0.00022028125,Bacteria(100),Lentisphaerae(100),Lentisphaeria(100),Victivallales(100),Victivallaceae(100),Victivallis(100),
Otu01169,6.9e-05,0,2.8e-05,6e-06,0,5e-06,1e-06,0.00022028125,Bacteria(100),Firmicutes(97),Firmicutes_unclassified(97),Firmicutes_unclassified(97),Firmicutes_unclassified(97),Firmicutes_unclassified(97),
Otu01282,0,0,0,5.1e-05,0,3.7e-05,1e-06,0.00022028125,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01295,0,0,0,4.9e-05,0,2.1e-05,1e-06,0.00022028125,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(99),
Otu01429,8e-06,0,4e-06,7.5e-05,0,4.2e-05,1e-06,0.00022028125,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00894,6.9e-05,0,3.1e-05,9e-06,0,5e-06,2e-06,0.000361487179487179,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01326,6.9e-05,0,3.3e-05,9e-06,0,7e-06,2e-06,0.000361487179487179,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu01341,0,0,0,4.7e-05,0,1.9e-05,2e-06,0.000361487179487179,Bacteria(100),Elusimicrobia(100),Elusimicrobia(100),Elusimicrobiales(100),Elusimicrobiaceae(100),Elusimicrobium(100),
Otu01485,6.9e-05,0,2.3e-05,9e-06,0,7e-06,2e-06,0.000361487179487179,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Anaerofilum(52),
Otu01510,3e-06,0,3e-06,5.5e-05,0,2.4e-05,2e-06,0.000361487179487179,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01836,4.3e-05,0,2.6e-05,0,0,0,2e-06,0.000361487179487179,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu02008,4.3e-05,0,3.8e-05,0,0,0,2e-06,0.000361487179487179,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01986,4.1e-05,0,1.8e-05,0,0,0,3e-06,0.000528675,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00691,5e-06,0,5e-06,6.2e-05,0,6.2e-05,4e-06,0.000640818181818182,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00947,6.6e-05,0,3e-05,9e-06,0,5e-06,4e-06,0.000640818181818182,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00992,6.6e-05,0,2.7e-05,9e-06,0,4e-06,4e-06,0.000640818181818182,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01395,1.5e-05,0,9e-06,8.5e-05,0,6.3e-05,4e-06,0.000640818181818182,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(99),Prevotella(98),
Otu00902,0,0,0,4.5e-05,0,2.9e-05,5e-06,0.000749893617021277,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Erysipelotrichaceae_unclassified(100),
Otu00930,8.2e-05,0,6.2e-05,1.5e-05,0,9e-06,5e-06,0.000749893617021277,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01230,1e-05,0,8e-06,7.2e-05,0,6.4e-05,5e-06,0.000749893617021277,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00704,8e-06,0,6e-06,6.6e-05,0,1.8e-05,6e-06,0.000881125,Bacteria(100),Firmicutes(99),Firmicutes_unclassified(97),Firmicutes_unclassified(97),Firmicutes_unclassified(97),Firmicutes_unclassified(97),
Otu01130,3e-06,0,3e-06,5.1e-05,0,1.4e-05,7e-06,0.00098686,Bacteria(100),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),
Otu01343,3.8e-05,0,2.2e-05,0,0,0,7e-06,0.00098686,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(94),Firmicutes_unclassified(94),Firmicutes_unclassified(94),Firmicutes_unclassified(94),
Otu01029,5e-06,0,4e-06,6e-05,0,2.7e-05,8e-06,0.00110572549019608,Bacteria(100),Verrucomicrobia(100),Subdivision5(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),
Otu01366,8e-06,0,4e-06,6.4e-05,0,2.7e-05,1.1e-05,0.00149113461538462,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01608,5.1e-05,0,2.1e-05,4e-06,0,3e-06,1.2e-05,0.001596,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Butyricicoccus(100),
Otu00788,1.8e-05,0,7e-06,8.5e-05,0,4e-05,1.3e-05,0.001636375,Bacteria(100),Lentisphaerae(100),Lentisphaeria(100),Victivallales(100),Victivallaceae(100),Victivallis(100),
Otu00967,1.8e-05,0,8e-06,8.5e-05,0,2.8e-05,1.3e-05,0.001636375,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02067,3e-06,0,3e-06,4.9e-05,0,4.7e-05,1.3e-05,0.001636375,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(98),Ruminococcaceae_unclassified(98),
Otu01043,5e-06,0,5e-06,5.7e-05,0,2.4e-05,1.4e-05,0.00173133333333333,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01048,8e-06,0,8e-06,6.2e-05,0,5.4e-05,1.9e-05,0.00230915517241379,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),
Otu01098,1.8e-05,0,1.1e-05,8.3e-05,0,4.1e-05,2e-05,0.00238949152542373,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotellaceae_unclassified(99),
Otu00822,3e-06,0,3e-06,4.7e-05,0,1.7e-05,2.3e-05,0.00270211666666667,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu01141,1e-05,0,6e-06,6.6e-05,0,2.8e-05,2.4e-05,0.00277337704918033,Bacteria(100),Fibrobacteres(100),Fibrobacteria(100),Fibrobacterales(100),Fibrobacteraceae(100),Fibrobacter(100),
Otu01234,1.3e-05,0,1.3e-05,7e-05,0,2.9e-05,2.9e-05,0.00329711290322581,Bacteria(100),Bacteroidetes(100),Bacteroidia(98),Bacteroidales(98),Bacteroidales_unclassified(98),Bacteroidales_unclassified(98),
Otu01047,1.3e-05,0,8e-06,7.2e-05,0,4.6e-05,3e-05,0.00335666666666667,Bacteria(100),Bacteria_unclassified(79),Bacteria_unclassified(79),Bacteria_unclassified(79),Bacteria_unclassified(79),Bacteria_unclassified(79),
Otu00935,8e-06,0,8e-06,6e-05,0,1.9e-05,3.2e-05,0.00347027692307692,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01041,8e-06,0,6e-06,6e-05,0,2.9e-05,3.2e-05,0.00347027692307692,Bacteria(100),Firmicutes(96),Firmicutes_unclassified(90),Firmicutes_unclassified(90),Firmicutes_unclassified(90),Firmicutes_unclassified(90),
Otu01575,5.4e-05,0,1.3e-05,6e-06,0,4e-06,3.4e-05,0.00363130303030303,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(82),
Otu01779,3.3e-05,0,1.7e-05,0,0,0,3.5e-05,0.00368231343283582,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(97),Ruminococcaceae_unclassified(97),
Otu01216,1e-05,0,8e-06,6.4e-05,0,3.2e-05,4e-05,0.0040863768115942,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01465,1e-05,0,7e-06,6.4e-05,0,4.5e-05,4e-05,0.0040863768115942,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Pasteurellales(100),Pasteurellaceae(100),Pasteurellaceae_unclassified(100),
Otu01004,3e-06,0,3e-06,4.5e-05,0,2e-05,4.2e-05,0.0042294,Bacteria(100),Bacteroidetes(100),Bacteroidia(98),Bacteroidales(98),Bacteroidales_unclassified(98),Bacteroidales_unclassified(98),
Otu01165,1.8e-05,0,1.3e-05,7.9e-05,0,3.5e-05,5.3e-05,0.00526192957746479,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(99),Prevotella(99),
Otu01036,8e-06,0,4e-06,5.7e-05,0,1.5e-05,5.6e-05,0.00540745205479452,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu01104,8e-06,0,8e-06,5.7e-05,0,2.5e-05,5.6e-05,0.00540745205479452,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(98),Lachnospiraceae_unclassified(98),
Otu00924,0,0,0,3.4e-05,0,1.7e-05,6.5e-05,0.00574362962962963,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu01305,0,0,0,3.6e-05,0,2.2e-05,6.6e-05,0.00574362962962963,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu01554,0,0,0,3.4e-05,0,2.7e-05,6.5e-05,0.00574362962962963,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01889,0,0,0,3.6e-05,0,2.4e-05,6.6e-05,0.00574362962962963,Bacteria(100),Firmicutes(100),Clostridia(94),Clostridiales(94),Clostridiales_unclassified(94),Clostridiales_unclassified(94),
Otu01907,0,0,0,3.4e-05,0,2.8e-05,6.5e-05,0.00574362962962963,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),
Otu01947,0,0,0,3.4e-05,0,1.7e-05,6.5e-05,0.00574362962962963,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(88),
Otu02034,0,0,0,3.4e-05,0,1.6e-05,6.5e-05,0.00574362962962963,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu02688,0,0,0,3.4e-05,0,3.4e-05,6.5e-05,0.00574362962962963,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00998,5e-06,0,4e-06,4.9e-05,0,1.8e-05,7.3e-05,0.00612591666666667,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01235,5e-06,0,5e-06,4.9e-05,0,2.4e-05,7.3e-05,0.00612591666666667,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01593,5e-06,0,5e-06,4.9e-05,0,3.1e-05,7.3e-05,0.00612591666666667,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Pasteurellales(100),Pasteurellaceae(100),Pasteurellaceae_unclassified(98),
Otu01090,7.7e-05,0,3.2e-05,1.9e-05,0,1.3e-05,7.8e-05,0.00639327906976744,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02347,3.1e-05,0,3.1e-05,0,0,0,7.8e-05,0.00639327906976744,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00909,1.3e-05,0,9e-06,6.6e-05,0,4.5e-05,7.9e-05,0.00640081609195402,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01106,1.5e-05,0,7e-06,7.2e-05,0,2.9e-05,8.4e-05,0.00672859090909091,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(99),Clostridiales_unclassified(99),
Otu01385,4.3e-05,0,1.9e-05,4e-06,0,3e-06,9.4e-05,0.00744501123595506,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu01133,8e-06,0,8e-06,5.5e-05,0,3e-05,9.8e-05,0.00767557777777778,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00901,7.9e-05,0,5.1e-05,2.1e-05,0,1.1e-05,0.000115,0.00890807692307692,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01247,4.9e-05,0,3.4e-05,6e-06,0,5e-06,0.00012,0.00909548387096774,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01364,0,0,0,3.2e-05,0,1.3e-05,0.00012,0.00909548387096774,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu02113,3.8e-05,0,2.4e-05,2e-06,0,2e-06,0.000128,0.00959863829787234,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(64),Firmicutes_unclassified(64),Firmicutes_unclassified(64),Firmicutes_unclassified(64),
Otu00721,2.3e-05,0,1.1e-05,8.3e-05,0,2.4e-05,0.000132,0.009692375,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(99),Ruminococcaceae_unclassified(99),
Otu00817,7.4e-05,0,3.8e-05,1.9e-05,0,8e-06,0.000132,0.009692375,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01227,3e-06,0,3e-06,4e-05,0,2e-05,0.000138,0.0100284742268041,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02398,2.8e-05,0,2.3e-05,0,0,0,0.000171,0.0121755454545455,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Actinomycetales(100),Corynebacteriaceae(100),Corynebacterium(100),
Otu02401,2.8e-05,0,2.8e-05,0,0,0,0.000171,0.0121755454545455,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Collinsella(100),
Otu01518,4.1e-05,0,2e-05,4e-06,0,3e-06,0.000185,0.01304065,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Fusicatenibacter(100),
Otu00789,2.6e-05,0,1.3e-05,8.7e-05,0,2.3e-05,0.000188,0.0131209108910891,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01021,1e-05,0,5e-06,5.7e-05,0,1.7e-05,0.000191,0.0131995980392157,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(87),
Otu00550,1.8e-05,0,8e-06,7.2e-05,0,2.6e-05,0.000216,0.0144213486238532,Bacteria(100),Bacteroidetes(100),Bacteroidia(96),Bacteroidales(96),Bacteroidales_unclassified(96),Bacteroidales_unclassified(96),
Otu01223,1.5e-05,0,9e-06,6.8e-05,0,3.4e-05,0.000223,0.0144213486238532,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(94),Prevotellaceae_unclassified(94),
Otu01290,0,0,0,3e-05,0,1.1e-05,0.000222,0.0144213486238532,Bacteria(100),Bacteroidetes(100),Bacteroidia(90),Bacteroidales(90),Bacteroidales_unclassified(90),Bacteroidales_unclassified(90),
Otu01488,0,0,0,3e-05,0,1.2e-05,0.000222,0.0144213486238532,Bacteria(100),Firmicutes(100),Clostridia(98),Clostridia_unclassified(92),Clostridia_unclassified(92),Clostridia_unclassified(92),
Otu01973,0,0,0,3e-05,0,2.4e-05,0.000222,0.0144213486238532,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Erysipelotrichaceae_unclassified(100),
Otu02362,0,0,0,3e-05,0,2.1e-05,0.000222,0.0144213486238532,Bacteria(100),Proteobacteria(93),Alphaproteobacteria(93),Alphaproteobacteria_unclassified(93),Alphaproteobacteria_unclassified(93),Alphaproteobacteria_unclassified(93),
Otu02377,0,0,0,3e-05,0,1.5e-05,0.000222,0.0144213486238532,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu01067,3e-06,0,3e-06,3.8e-05,0,1.8e-05,0.000252,0.0160031351351351,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01323,3e-06,0,3e-06,3.8e-05,0,1.4e-05,0.000252,0.0160031351351351,Bacteria(100),Firmicutes(100),Clostridia(90),Clostridia_unclassified(69),Clostridia_unclassified(69),Clostridia_unclassified(69),
Otu00989,8e-06,0,6e-06,5.1e-05,0,3.4e-05,0.000291,0.0176832672413793,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01050,8e-06,0,6e-06,5.1e-05,0,2.3e-05,0.000291,0.0176832672413793,Bacteria(100),Bacteroidetes(100),Bacteroidia(68),Bacteroidales(68),Bacteroidales_unclassified(67),Bacteroidales_unclassified(67),
Otu01192,2.6e-05,0,1.4e-05,8.5e-05,0,3.8e-05,0.000289,0.0176832672413793,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01463,5.4e-05,0,2.4e-05,1.1e-05,0,6e-06,0.000285,0.0176832672413793,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Dorea(100),
Otu01506,8e-06,0,6e-06,5.1e-05,0,2.6e-05,0.000291,0.0176832672413793,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01337,1e-05,0,7e-06,5.5e-05,0,2.7e-05,0.000318,0.0191588205128205,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01387,1.3e-05,0,7e-06,6e-05,0,2.4e-05,0.000341,0.0203704152542373,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01358,5e-06,0,4e-06,4.3e-05,0,1.5e-05,0.000379,0.0217200894308943,Bacteria(100),Firmicutes(98),Clostridia(83),Clostridiales(83),Clostridiales_unclassified(83),Clostridiales_unclassified(83),
Otu01435,2.6e-05,0,2.6e-05,0,0,0,0.000376,0.0217200894308943,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu01843,2.6e-05,0,1e-05,0,0,0,0.000376,0.0217200894308943,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02174,2.6e-05,0,1.5e-05,0,0,0,0.000376,0.0217200894308943,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu02882,2.6e-05,0,2.6e-05,0,0,0,0.000376,0.0217200894308943,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
