OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu01431,3e-06,0,3e-06,8.7e-05,0,7.1e-05,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01558,0,0,0,7.6e-05,0,7.4e-05,0,0,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Olsenella(100),
Otu01628,0,0,0,6.3e-05,0,2.5e-05,0,0,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01711,8.4e-05,0,7.2e-05,0,0,0,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu01771,0,0,0,7.9e-05,0,4.7e-05,0,0,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu02250,5.8e-05,0,5.8e-05,0,0,0,0,0,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu02500,5.8e-05,0,5.2e-05,0,0,0,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00958,7.8e-05,0,6.9e-05,8e-06,0,6e-06,1e-06,0.000270761904761905,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu01257,6e-06,0,6e-06,7.6e-05,0,6.8e-05,1e-06,0.000270761904761905,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Enterococcaceae(100),Enterococcus(100),
Otu01331,0,0,0,5.5e-05,0,2.4e-05,1e-06,0.000270761904761905,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(96),
Otu01774,3e-06,0,3e-06,6.8e-05,0,5.3e-05,1e-06,0.000270761904761905,Bacteria(100),Proteobacteria(82),Alphaproteobacteria(80),Alphaproteobacteria_unclassified(80),Alphaproteobacteria_unclassified(80),Alphaproteobacteria_unclassified(80),
Otu00796,3e-06,0,3e-06,6.3e-05,0,2.7e-05,2e-06,0.000516909090909091,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01020,4.9e-05,0,4.1e-05,0,0,0,3e-06,0.00068232,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(99),Porphyromonadaceae_unclassified(99),
Otu01294,0,0,0,5.3e-05,0,2.6e-05,3e-06,0.00068232,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(94),
Otu01345,4.9e-05,0,4.6e-05,0,0,0,3e-06,0.00068232,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu01111,9e-06,0,6e-06,7.9e-05,0,2.6e-05,4e-06,0.000874769230769231,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(68),Rikenellaceae_unclassified(68),
Otu00920,3e-06,0,3e-06,6e-05,0,2.5e-05,5e-06,0.000947666666666667,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01139,6e-06,0,6e-06,6.8e-05,0,4.8e-05,5e-06,0.000947666666666667,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu01749,0,0,0,5e-05,0,1.9e-05,5e-06,0.000947666666666667,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01846,3e-06,0,3e-06,6e-05,0,4e-05,5e-06,0.000947666666666667,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(100),Treponema(100),
Otu01258,3e-06,0,3e-06,5.8e-05,0,3.2e-05,8e-06,0.0014215,Bacteria(100),Bacteroidetes(100),Bacteroidia(94),Bacteroidales(94),Bacteroidales_unclassified(94),Bacteroidales_unclassified(94),
Otu01425,3e-06,0,3e-06,5.8e-05,0,4.3e-05,8e-06,0.0014215,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01008,1.4e-05,0,8e-06,8.7e-05,0,3.6e-05,1.1e-05,0.00189533333333333,Bacteria(100),Lentisphaerae(100),Lentisphaeria(100),Victivallales(100),Victivallaceae(100),Victivallis(100),
Otu00957,1.2e-05,0,9e-06,7.9e-05,0,2.3e-05,1.6e-05,0.0022744,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu01208,3e-06,0,3e-06,5.5e-05,0,2.6e-05,1.6e-05,0.0022744,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01276,4.3e-05,0,3.5e-05,0,0,0,1.5e-05,0.0022744,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01360,4.3e-05,0,3.3e-05,0,0,0,1.5e-05,0.0022744,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01459,3e-06,0,3e-06,5.5e-05,0,5.3e-05,1.6e-05,0.0022744,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Veillonellaceae(100),Mitsuokella(65),
Otu01680,4.3e-05,0,3.5e-05,0,0,0,1.5e-05,0.0022744,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01919,3e-06,0,3e-06,5.5e-05,0,2.1e-05,1.6e-05,0.0022744,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(67),Bacteroidales_unclassified(67),
Otu01580,5.2e-05,0,4.3e-05,3e-06,0,3e-06,2.1e-05,0.00291234146341463,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Flavonifractor(100),
Otu00982,9e-06,0,6e-06,7.1e-05,0,2.1e-05,2.3e-05,0.0031137619047619,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu02221,4e-05,0,4e-05,0,0,0,3.1e-05,0.00409920930232558,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01364,0,0,0,4.2e-05,0,1.6e-05,3.9e-05,0.00492786666666667,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu02335,0,0,0,4.2e-05,0,4.2e-05,3.9e-05,0.00492786666666667,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu01148,6e-06,0,6e-06,5.8e-05,0,2.5e-05,5.1e-05,0.00630404347826087,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01532,3e-06,0,3e-06,5e-05,0,3.9e-05,5.4e-05,0.00653285106382979,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01213,3.7e-05,0,3.5e-05,0,0,0,6.6e-05,0.00781825,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00738,7.2e-05,0,3.8e-05,1.3e-05,0,1.1e-05,7.4e-05,0.008529,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(99),Alphaproteobacteria_unclassified(99),Alphaproteobacteria_unclassified(99),Alphaproteobacteria_unclassified(99),
Otu01487,0,0,0,3.9e-05,0,2.5e-05,7.5e-05,0.008529,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00460,6e-06,0,4e-06,5.5e-05,0,5.5e-05,9.1e-05,0.00976275471698113,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Clostridium_XI(100),
Otu01325,6e-06,0,4e-06,5.5e-05,0,1.8e-05,9.1e-05,0.00976275471698113,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Sporobacter(100),
Otu01393,6e-06,0,4e-06,5.5e-05,0,2.3e-05,9.1e-05,0.00976275471698113,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01893,3.5e-05,0,2.9e-05,0,0,0,0.000138,0.0140119285714286,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Anaerorhabdus(100),
Otu02174,3.5e-05,0,3.5e-05,0,0,0,0.000138,0.0140119285714286,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu02462,3.5e-05,0,3.5e-05,0,0,0,0.000138,0.0140119285714286,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Butyricicoccus(100),
Otu00600,1.2e-05,0,7e-06,6.8e-05,0,4.2e-05,0.000142,0.0141651228070175,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu02186,0,0,0,3.7e-05,0,3.2e-05,0.000146,0.0143130344827586,Bacteria(100),Proteobacteria(96),Alphaproteobacteria(94),Alphaproteobacteria_unclassified(94),Alphaproteobacteria_unclassified(94),Alphaproteobacteria_unclassified(94),
Otu00930,1.7e-05,0,1.1e-05,7.9e-05,0,3.2e-05,0.000157,0.0151305423728814,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00824,6e-06,0,4e-06,5.3e-05,0,2.4e-05,0.000163,0.0154469666666667,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(98),Prevotellaceae_unclassified(55),
Otu01264,4.9e-05,0,3.1e-05,5e-06,0,4e-06,0.000259,0.0241421967213115,Bacteria(100),Bacteroidetes(100),Bacteroidia(90),Bacteroidales(90),Bacteroidales_unclassified(90),Bacteroidales_unclassified(90),
Otu01298,6e-06,0,4e-06,5e-05,0,2e-05,0.000288,0.0242491176470588,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(99),Clostridiales_unclassified(97),Clostridiales_unclassified(97),
Otu01610,0,0,0,3.4e-05,0,3.4e-05,0.000285,0.0242491176470588,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),Desulfovibrionales(100),Desulfovibrionaceae(100),Bilophila(100),
Otu01714,3.2e-05,0,3.2e-05,0,0,0,0.00029,0.0242491176470588,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01780,0,0,0,3.4e-05,0,2.9e-05,0.000285,0.0242491176470588,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02154,0,0,0,3.4e-05,0,2.7e-05,0.000285,0.0242491176470588,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu02404,3.2e-05,0,2.3e-05,0,0,0,0.00029,0.0242491176470588,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02439,0,0,0,3.4e-05,0,1.6e-05,0.000285,0.0242491176470588,Bacteria(100),Firmicutes(98),Clostridia(98),Clostridiales(94),Clostridiales_unclassified(94),Clostridiales_unclassified(94),
Otu00913,8.1e-05,0,4.9e-05,2.1e-05,0,1.4e-05,0.000325,0.0263992857142857,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(99),Bacteroidetes_unclassified(99),Bacteroidetes_unclassified(99),Bacteroidetes_unclassified(99),
Otu01299,4e-05,0,4e-05,3e-06,0,3e-06,0.000322,0.0263992857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01769,3e-06,0,3e-06,4.2e-05,0,3e-05,0.000338,0.0270685633802817,Bacteria(100),Firmicutes(96),Firmicutes_unclassified(79),Firmicutes_unclassified(79),Firmicutes_unclassified(79),Firmicutes_unclassified(79),
Otu01180,9e-06,0,6e-06,5.5e-05,0,2.7e-05,0.000372,0.0289752328767123,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01338,9e-06,0,5e-06,5.5e-05,0,1.6e-05,0.000372,0.0289752328767123,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01216,0,0,0,3.2e-05,0,2.9e-05,0.000558,0.0406767692307692,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01324,0,0,0,3.2e-05,0,1.9e-05,0.000558,0.0406767692307692,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu02175,0,0,0,3.2e-05,0,3.2e-05,0.000558,0.0406767692307692,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(97),Bacteroidetes_unclassified(97),Bacteroidetes_unclassified(97),Bacteroidetes_unclassified(97),
Otu02196,0,0,0,3.2e-05,0,2.7e-05,0.000558,0.0406767692307692,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02384,0,0,0,3.2e-05,0,1.8e-05,0.000558,0.0406767692307692,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00950,3e-06,0,3e-06,3.9e-05,0,1.9e-05,0.000622,0.0421034761904762,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu01090,5.2e-05,0,2.1e-05,8e-06,0,4e-06,0.000598,0.0421034761904762,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01432,2.9e-05,0,1.8e-05,0,0,0,0.000609,0.0421034761904762,Bacteria(100),Chlamydiae(100),Chlamydiia(100),Chlamydiales(100),Chlamydiaceae(100),Chlamydophila(100),
Otu01463,2.9e-05,0,1e-05,0,0,0,0.000609,0.0421034761904762,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Dorea(100),
Otu01522,2.9e-05,0,1.5e-05,0,0,0,0.000609,0.0421034761904762,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01641,3e-06,0,3e-06,3.9e-05,0,2e-05,0.000622,0.0421034761904762,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01282,9e-06,0,9e-06,5.3e-05,0,3e-05,0.000637,0.0426115529411765,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01073,6.1e-05,0,1.6e-05,1.3e-05,0,7e-06,0.000675,0.0444422988505747,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Coriobacteriaceae_unclassified(100),
Otu01172,1.7e-05,0,1.1e-05,7.1e-05,0,2.2e-05,0.00068,0.0444422988505747,Bacteria(100),Bacteria_unclassified(86),Bacteria_unclassified(86),Bacteria_unclassified(86),Bacteria_unclassified(86),Bacteria_unclassified(86),
Otu01075,1.4e-05,0,7e-06,6.6e-05,0,3.1e-05,0.000699,0.0446574606741573,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu01100,1.4e-05,0,1e-05,6.6e-05,0,2.1e-05,0.000699,0.0446574606741573,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00010,0.015345,0.000418,0.003671,0.03201,0.000391,0.003392,0.000999,0.04733595,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Acidaminococcaceae(100),Phascolarctobacterium(100),
Otu00024,0.004811,5.4e-05,0.001319,0.012841,8.6e-05,0.001589,0.000999,0.04733595,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(99),Bacteroides(99),
Otu00025,0.010597,1e-04,0.001795,0.002464,1.9e-05,0.000751,0.000999,0.04733595,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00030,0.002434,1e-05,0.000577,0.014459,0.000353,0.00322,0.000999,0.04733595,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00046,0.002013,1.6e-05,0.000715,0.007513,3.8e-05,0.001059,0.000999,0.04733595,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00055,0.000989,6e-06,0.000448,0.00674,8.5e-05,0.001581,0.000999,0.04733595,Bacteria(100),Bacteroidetes(100),Bacteroidia(94),Bacteroidales(94),Bacteroidales_unclassified(94),Bacteroidales_unclassified(94),
Otu00086,0.000845,3e-06,0.000305,0.003629,2.1e-05,0.000777,0.000999,0.04733595,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00117,0.000969,2e-06,0.000259,0.002401,3e-06,0.000306,0.000999,0.04733595,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00191,0.000101,0,4.8e-05,0.00097,3e-06,0.000273,0.000999,0.04733595,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Verrucomicrobiales(100),Verrucomicrobiaceae(100),Verrucomicrobiaceae_unclassified(95),
Otu00192,0.000213,0,0.000126,0.001365,2e-06,0.000238,0.000999,0.04733595,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00193,2.9e-05,0,1.7e-05,0.001912,2.9e-05,0.000922,0.000999,0.04733595,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(80),Paludibacter(80),
Otu00195,0.001832,1.5e-05,0.000696,0.000147,0,8e-05,0.000999,0.04733595,Bacteria(100),Proteobacteria(100),Betaproteobacteria(100),Burkholderiales(100),Sutterellaceae(100),Sutterella(100),
Otu00237,9.2e-05,0,5.9e-05,0.001709,6e-06,0.000403,0.000999,0.04733595,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00259,3.5e-05,0,2.7e-05,0.001118,5e-06,4e-04,0.000999,0.04733595,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(99),Bacteroidales_unclassified(99),
Otu00272,0.000323,0,7.2e-05,0.001047,1e-06,0.000171,0.000999,0.04733595,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00303,0.000857,2e-06,0.000276,3.7e-05,0,2.2e-05,0.000999,0.04733595,Bacteria(100),Proteobacteria(100),Betaproteobacteria(100),Burkholderiales(100),Burkholderiales_unclassified(100),Burkholderiales_unclassified(100),
Otu00334,0.00011,0,4.1e-05,0.000805,1e-06,0.000157,0.000999,0.04733595,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(98),Bacteroides(98),
Otu00376,0.000147,0,3.4e-05,0.000492,0,9.6e-05,0.000999,0.04733595,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(58),Ruminococcaceae_unclassified(58),
Otu00540,0.000274,0,5.4e-05,5e-05,0,1.6e-05,0.000999,0.04733595,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00546,5.8e-05,0,3.7e-05,0.000358,0,8.8e-05,0.000999,0.04733595,Bacteria(100),Bacteria_unclassified(67),Bacteria_unclassified(67),Bacteria_unclassified(67),Bacteria_unclassified(67),Bacteria_unclassified(67),
Otu00568,2e-05,0,2e-05,0.000329,0,0.000111,0.000999,0.04733595,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Verrucomicrobiales(100),Verrucomicrobiaceae(100),Verrucomicrobiaceae_unclassified(100),
Otu00574,7.5e-05,0,2.9e-05,0.000224,0,3e-05,0.000999,0.04733595,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00594,0.000162,0,3.2e-05,3.4e-05,0,1.7e-05,0.000999,0.04733595,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Blautia(100),
Otu00795,0.000418,5e-06,0.000412,0,0,0,0.000999,0.04733595,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonas(100),
Otu00822,6e-06,0,6e-06,0.000155,0,4e-05,0.000999,0.04733595,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00962,1.2e-05,0,5e-06,9.5e-05,0,2.4e-05,0.000999,0.04733595,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01044,6e-06,0,4e-06,0.000142,0,9.4e-05,0.000999,0.04733595,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Blautia(95),
Otu01074,8.1e-05,0,2.6e-05,2.4e-05,0,1e-05,0.000768,0.04733595,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(95),Ruminococcaceae_unclassified(95),
Otu01161,0,0,0,0.000126,1e-06,0.000126,0.000999,0.04733595,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhizobiales(100),Brucellaceae(100),Ochrobactrum(100),
Otu01303,0.000115,0,0.000112,0,0,0,0.000999,0.04733595,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01833,6e-06,0,6e-06,4.5e-05,0,1.7e-05,0.000898,0.04733595,Bacteria(100),Bacteria_unclassified(85),Bacteria_unclassified(85),Bacteria_unclassified(85),Bacteria_unclassified(85),Bacteria_unclassified(85),
Otu01760,0,0,0,2.9e-05,0,1.3e-05,0.001092,0.0500734838709677,Bacteria(100),Bacteroidetes(98),Bacteroidetes_unclassified(53),Bacteroidetes_unclassified(53),Bacteroidetes_unclassified(53),Bacteroidetes_unclassified(53),
Otu01847,0,0,0,2.9e-05,0,1.6e-05,0.001092,0.0500734838709677,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu02285,0,0,0,2.9e-05,0,1.4e-05,0.001092,0.0500734838709677,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu02366,0,0,0,2.9e-05,0,1.9e-05,0.001092,0.0500734838709677,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(87),
