OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu00831,6.5e-05,0,1.9e-05,5e-06,0,4e-06,1e-06,0.000200848484848485,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01144,0,0,0,3.7e-05,0,2.7e-05,1e-06,0.000200848484848485,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu01311,1.6e-05,0,9e-06,8.4e-05,0,3.4e-05,1e-06,0.000200848484848485,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01403,1.5e-05,0,1e-05,7.9e-05,0,5.8e-05,1e-06,0.000200848484848485,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhizobiales(100),Brucellaceae(100),Ochrobactrum(99),
Otu01487,0,0,0,3.9e-05,0,2.5e-05,1e-06,0.000200848484848485,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu01638,4.9e-05,0,4.1e-05,0,0,0,1e-06,0.000200848484848485,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu01749,3e-06,0,2e-06,5e-05,0,1.9e-05,1e-06,0.000200848484848485,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu02198,4.9e-05,0,4.9e-05,0,0,0,1e-06,0.000200848484848485,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02694,4.7e-05,0,4.7e-05,0,0,0,1e-06,0.000200848484848485,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu02707,5e-05,0,5e-05,0,0,0,1e-06,0.000200848484848485,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu01031,4.6e-05,0,4.6e-05,0,0,0,2e-06,0.000339897435897436,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),
Otu01087,1.3e-05,0,5e-06,7.4e-05,0,6e-05,2e-06,0.000339897435897436,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01181,3e-06,0,3e-06,4.7e-05,0,4.5e-05,2e-06,0.000339897435897436,Bacteria(100),Firmicutes(98),Firmicutes_unclassified(98),Firmicutes_unclassified(98),Firmicutes_unclassified(98),Firmicutes_unclassified(98),
Otu01457,2e-06,0,2e-06,4.2e-05,0,1.3e-05,2e-06,0.000339897435897436,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01581,4.6e-05,0,4.4e-05,0,0,0,2e-06,0.000339897435897436,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Alphaproteobacteria_unclassified(99),Alphaproteobacteria_unclassified(99),Alphaproteobacteria_unclassified(99),
Otu02942,4.6e-05,0,4.6e-05,0,0,0,2e-06,0.000339897435897436,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01235,7e-06,0,4e-06,5.5e-05,0,2.7e-05,3e-06,0.000484975609756098,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01333,8.6e-05,0,6.6e-05,1.6e-05,0,1e-05,3e-06,0.000484975609756098,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(55),
Otu01123,8e-06,0,5e-06,6e-05,0,2.1e-05,4e-06,0.000589155555555556,Bacteria(100),Firmicutes(91),Clostridia(91),Clostridiales(86),Clostridiales_unclassified(82),Clostridiales_unclassified(82),
Otu01628,1e-05,0,8e-06,6.3e-05,0,2.5e-05,4e-06,0.000589155555555556,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01780,0,0,0,3.4e-05,0,2.9e-05,4e-06,0.000589155555555556,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02154,0,0,0,3.4e-05,0,2.7e-05,4e-06,0.000589155555555556,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu01008,2.1e-05,0,1.4e-05,8.7e-05,0,3.6e-05,5e-06,0.000690416666666667,Bacteria(100),Lentisphaerae(100),Lentisphaeria(100),Victivallales(100),Victivallaceae(100),Victivallis(100),
Otu01034,5e-05,0,2.9e-05,3e-06,0,3e-06,5e-06,0.000690416666666667,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01382,5.2e-05,0,4.1e-05,3e-06,0,3e-06,5e-06,0.000690416666666667,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Actinomycetales(100),Intrasporangiaceae(99),Ornithinimicrobium(63),
Otu01111,1.8e-05,0,1.2e-05,7.9e-05,0,2.6e-05,7e-06,0.000946857142857143,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(68),Rikenellaceae_unclassified(68),
Otu00878,7.5e-05,0,6.5e-05,1.3e-05,0,7e-06,8e-06,0.00100045283018868,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Aeromonadales(100),Succinivibrionaceae(100),Succinivibrio(100),
Otu01258,8e-06,0,5e-06,5.8e-05,0,3.2e-05,8e-06,0.00100045283018868,Bacteria(100),Bacteroidetes(100),Bacteroidia(94),Bacteroidales(94),Bacteroidales_unclassified(94),Bacteroidales_unclassified(94),
Otu01310,8e-06,0,5e-06,5.8e-05,0,2.2e-05,8e-06,0.00100045283018868,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01526,8e-06,0,4e-06,5.8e-05,0,2e-05,8e-06,0.00100045283018868,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu01276,4.1e-05,0,1.7e-05,0,0,0,9e-06,0.00106521428571429,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01723,4.1e-05,0,4.1e-05,0,0,0,9e-06,0.00106521428571429,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Aeromonadales(99),Succinivibrionaceae(99),Ruminobacter(99),
Otu02872,4.1e-05,0,4.1e-05,0,0,0,9e-06,0.00106521428571429,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Roseburia(100),
Otu01881,0,0,0,3.2e-05,0,2.4e-05,1e-05,0.00114275862068966,Bacteria(100),Elusimicrobia(100),Elusimicrobia(100),Elusimicrobiales(100),Elusimicrobiaceae(100),Elusimicrobium(100),
Otu02384,0,0,0,3.2e-05,0,1.8e-05,1e-05,0.00114275862068966,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00844,2e-06,0,2e-06,3.7e-05,0,3.2e-05,1.4e-05,0.00152118032786885,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVa(99),
Otu01757,2e-06,0,2e-06,3.7e-05,0,1.4e-05,1.4e-05,0.00152118032786885,Bacteria(100),Bacteria_unclassified(96),Bacteria_unclassified(96),Bacteria_unclassified(96),Bacteria_unclassified(96),Bacteria_unclassified(96),
Otu02186,2e-06,0,2e-06,3.7e-05,0,3.2e-05,1.4e-05,0.00152118032786885,Bacteria(100),Proteobacteria(96),Alphaproteobacteria(94),Alphaproteobacteria_unclassified(94),Alphaproteobacteria_unclassified(94),Alphaproteobacteria_unclassified(94),
Otu01029,1.3e-05,0,9e-06,6.6e-05,0,2.6e-05,1.6e-05,0.00171045161290323,Bacteria(100),Verrucomicrobia(100),Subdivision5(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),
Otu01237,3.9e-05,0,2.8e-05,0,0,0,1.7e-05,0.00178850793650794,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Clostridium_XVIII(100),
Otu01239,1.6e-05,0,9e-06,7.1e-05,0,2.3e-05,2.4e-05,0.0024855,Bacteria(100),Lentisphaerae(100),Lentisphaeria(100),Victivallales(100),Victivallaceae(100),Victivallis(100),
Otu02285,0,0,0,2.9e-05,0,1.4e-05,2.5e-05,0.00251060606060606,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu02366,0,0,0,2.9e-05,0,1.9e-05,2.5e-05,0.00251060606060606,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(87),
Otu01441,3.7e-05,0,3.7e-05,0,0,0,3.2e-05,0.00311905882352941,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu02383,3.7e-05,0,3.6e-05,0,0,0,3.2e-05,0.00311905882352941,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00952,7.3e-05,0,2.9e-05,1.6e-05,0,1.1e-05,3.8e-05,0.00365020289855072,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Streptococcaceae(100),Streptococcus(100),
Otu02079,4.4e-05,0,3.9e-05,3e-06,0,3e-06,4.2e-05,0.0039768,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01499,5.5e-05,0,3.9e-05,8e-06,0,6e-06,5.8e-05,0.00541442253521127,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodospirillales(100),Rhodospirillaceae(100),Rhodospirillaceae_unclassified(100),
Otu00984,7.6e-05,0,3e-05,1.8e-05,0,1e-05,6.2e-05,0.00555318918918919,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu01115,7e-06,0,4e-06,4.7e-05,0,2.5e-05,6.2e-05,0.00555318918918919,Bacteria(100),Firmicutes(99),Clostridia(99),Clostridiales(99),Clostridiales_unclassified(99),Clostridiales_unclassified(99),
Otu01605,7e-06,0,4e-06,4.7e-05,0,1.6e-05,6.2e-05,0.00555318918918919,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(87),
Otu02817,0,0,0,2.6e-05,0,2.6e-05,6.6e-05,0.00583264,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Streptococcaceae(100),Streptococcus(100),
Otu01792,3e-06,0,2e-06,3.7e-05,0,2.1e-05,7e-05,0.00610473684210526,Bacteria(100),Bacteria_unclassified(94),Bacteria_unclassified(94),Bacteria_unclassified(94),Bacteria_unclassified(94),Bacteria_unclassified(94),
Otu02196,2e-06,0,2e-06,3.2e-05,0,2.7e-05,8.1e-05,0.00697231168831169,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00915,3.3e-05,0,2.3e-05,0,0,0,8.9e-05,0.00719380487804878,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Anaerorhabdus(100),
Otu01934,3.3e-05,0,3.3e-05,0,0,0,8.9e-05,0.00719380487804878,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu02126,3.3e-05,0,3.3e-05,0,0,0,8.9e-05,0.00719380487804878,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(100),Treponema(100),
Otu02832,3.3e-05,0,3.3e-05,0,0,0,8.9e-05,0.00719380487804878,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu03234,3.3e-05,0,3.3e-05,0,0,0,8.9e-05,0.00719380487804878,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01006,7e-05,0,3.5e-05,1.6e-05,0,1.1e-05,9.1e-05,0.00726684337349398,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(97),Ruminococcaceae_unclassified(97),
Otu01037,2.4e-05,0,1.1e-05,8.2e-05,0,2.8e-05,9.4e-05,0.00741704761904762,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01219,1.3e-05,0,6e-06,5.8e-05,0,1.7e-05,0.000111,0.00855474418604651,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Odoribacter(100),
Otu01459,1.1e-05,0,6e-06,5.5e-05,0,5.3e-05,0.00011,0.00855474418604651,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Veillonellaceae(100),Mitsuokella(65),
Otu01557,7e-06,0,5e-06,4.5e-05,0,2.1e-05,0.00012,0.00903818181818182,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01833,7e-06,0,4e-06,4.5e-05,0,1.7e-05,0.00012,0.00903818181818182,Bacteria(100),Bacteria_unclassified(85),Bacteria_unclassified(85),Bacteria_unclassified(85),Bacteria_unclassified(85),Bacteria_unclassified(85),
Otu01482,3.9e-05,0,3.4e-05,3e-06,0,3e-06,0.000122,0.00905826666666667,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Actinomycetales(100),Intrasporangiaceae(100),Janibacter(77),
Otu01503,8e-06,0,5e-06,4.7e-05,0,1.1e-05,0.000123,0.00905826666666667,Bacteria(100),Firmicutes(96),Clostridia(96),Clostridiales(96),Ruminococcaceae(92),Ruminococcaceae_unclassified(92),
Otu00810,6.3e-05,0,3.8e-05,1.3e-05,0,9e-06,0.000131,0.00933621505376344,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01301,4.1e-05,0,2.6e-05,3e-06,0,3e-06,0.00013,0.00933621505376344,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),
Otu01356,4.1e-05,0,1.2e-05,3e-06,0,3e-06,0.00013,0.00933621505376344,Bacteria(100),Verrucomicrobia(100),Subdivision5(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),
Otu01003,3.1e-05,0,1.9e-05,0,0,0,0.000159,0.0108458181818182,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu01447,1.5e-05,0,6e-06,6e-05,0,4e-05,0.000159,0.0108458181818182,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu01819,3e-06,0,2e-06,3.4e-05,0,1.2e-05,0.000162,0.0108458181818182,Bacteria(100),Firmicutes(100),Clostridia(98),Clostridiales(98),Clostridiales_unclassified(98),Clostridiales_unclassified(98),
Otu02439,3e-06,0,3e-06,3.4e-05,0,1.6e-05,0.000162,0.0108458181818182,Bacteria(100),Firmicutes(98),Clostridia(98),Clostridiales(94),Clostridiales_unclassified(94),Clostridiales_unclassified(94),
Otu03130,3.1e-05,0,3.1e-05,0,0,0,0.000159,0.0108458181818182,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu03296,3.1e-05,0,3.1e-05,0,0,0,0.000159,0.0108458181818182,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01894,0,0,0,2.4e-05,0,1.7e-05,0.000173,0.0112416078431373,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu02302,0,0,0,2.4e-05,0,1.9e-05,0.000173,0.0112416078431373,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu02809,0,0,0,2.4e-05,0,2.4e-05,0.000173,0.0112416078431373,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01264,4.6e-05,0,2.3e-05,5e-06,0,4e-06,2e-04,0.0128699029126214,Bacteria(100),Bacteroidetes(100),Bacteroidia(90),Bacteroidales(90),Bacteroidales_unclassified(90),Bacteroidales_unclassified(90),
Otu01492,3.7e-05,0,2.1e-05,3e-06,0,3e-06,0.000204,0.0128772571428571,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu02097,3.7e-05,0,2.8e-05,3e-06,0,3e-06,0.000204,0.0128772571428571,Bacteria(100),Planctomycetes(100),Planctomycetia(100),Planctomycetales(100),Planctomycetaceae(100),Planctomycetaceae_unclassified(100),
Otu00926,8e-05,0,1.9e-05,2.4e-05,0,8e-06,0.000216,0.0135061132075472,Bacteria(100),Verrucomicrobia(100),Subdivision5(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),
Otu00879,2.1e-05,0,1.2e-05,7.1e-05,0,5.3e-05,0.000235,0.0142897247706422,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01364,7e-06,0,5e-06,4.2e-05,0,1.6e-05,0.000235,0.0142897247706422,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu01769,7e-06,0,4e-06,4.2e-05,0,3e-05,0.000235,0.0142897247706422,Bacteria(100),Firmicutes(96),Firmicutes_unclassified(79),Firmicutes_unclassified(79),Firmicutes_unclassified(79),Firmicutes_unclassified(79),
Otu01354,8e-06,0,4e-06,4.5e-05,0,1.4e-05,0.000248,0.0149431272727273,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00863,4.9e-05,0,2e-05,8e-06,0,6e-06,0.000251,0.0149876396396396,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(100),Treponema(100),
Otu00888,3.1e-05,0,9e-06,8.7e-05,0,3.5e-05,0.000279,0.0165108214285714,Bacteria(100),Proteobacteria(100),Epsilonproteobacteria(100),Campylobacterales(100),Helicobacteraceae(100),Helicobacter(100),
Otu01213,2.9e-05,0,2.5e-05,0,0,0,0.000289,0.0168025614035088,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01997,2.9e-05,0,2.8e-05,0,0,0,0.000289,0.0168025614035088,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00963,8.3e-05,0,4.4e-05,2.6e-05,0,1.2e-05,0.000304,0.0175209739130435,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVa(100),
Otu01626,6.3e-05,0,5.7e-05,1.6e-05,0,8e-06,0.000335,0.0191412068965517,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Roseburia(51),
Otu01338,1.3e-05,0,5e-06,5.5e-05,0,1.6e-05,0.000346,0.0196007521367521,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01668,3e-06,0,2e-06,3.2e-05,0,1.7e-05,0.000369,0.0207265423728814,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(98),Bacteroidetes_unclassified(98),Bacteroidetes_unclassified(98),Bacteroidetes_unclassified(98),
Otu01320,1.1e-05,0,5e-06,5e-05,0,1.4e-05,0.00039,0.0217220168067227,Bacteria(100),Firmicutes(95),Firmicutes_unclassified(90),Firmicutes_unclassified(90),Firmicutes_unclassified(90),Firmicutes_unclassified(90),
Otu02013,0,0,0,2.1e-05,0,1.1e-05,0.000454,0.024464325203252,Bacteria(100),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),
Otu02091,0,0,0,2.1e-05,0,2.1e-05,0.000454,0.024464325203252,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu02460,0,0,0,2.1e-05,0,1.6e-05,0.000454,0.024464325203252,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(84),Ruminococcaceae_unclassified(84),
Otu02844,0,0,0,2.1e-05,0,2.1e-05,0.000454,0.024464325203252,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Alloprevotella(100),
