OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu01863,3.6e-05,0,1e-05,0,0,0,0.000165,0.0119810625,Bacteria(100),Bacteroidetes(100),Bacteroidia(99),Bacteroidales(99),Bacteroidales_unclassified(58),Bacteroidales_unclassified(58),
Otu01212,1e-05,0,5e-06,6.1e-05,0,1.9e-05,0.000185,0.0132674691358025,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01385,4.3e-05,0,1.9e-05,3e-06,0,3e-06,0.000213,0.0150892317073171,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu01391,5e-06,0,4e-06,4.9e-05,0,2.3e-05,0.000244,0.0165488953488372,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01651,5e-06,0,5e-06,4.9e-05,0,4.3e-05,0.000244,0.0165488953488372,Bacteria(100),Proteobacteria(100),Epsilonproteobacteria(100),Campylobacterales(100),Helicobacteraceae(100),Helicobacter(100),
Otu01690,0,0,0,3.2e-05,0,1.5e-05,0.000245,0.0165488953488372,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu02260,0,0,0,3.2e-05,0,1.7e-05,0.000245,0.0165488953488372,Bacteria(100),Proteobacteria(57),Proteobacteria_unclassified(57),Proteobacteria_unclassified(57),Proteobacteria_unclassified(57),Proteobacteria_unclassified(57),
Otu01606,6.4e-05,0,4.3e-05,1.2e-05,0,1.2e-05,0.000259,0.0172934597701149,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Faecalicoccus(100),
Otu00989,8e-06,0,6e-06,5.2e-05,0,2.8e-05,0.000315,0.0197381075268817,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01171,2e-05,0,1e-05,8.1e-05,0,5.8e-05,0.000303,0.0197381075268817,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(99),Clostridiales_unclassified(99),Clostridiales_unclassified(99),
Otu01426,3.3e-05,0,2.2e-05,0,0,0,0.000316,0.0197381075268817,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01446,3.3e-05,0,1.7e-05,0,0,0,0.000316,0.0197381075268817,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(95),Bacteroidales_unclassified(95),
Otu01561,3.3e-05,0,2.4e-05,0,0,0,0.000316,0.0197381075268817,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01779,3.3e-05,0,1.7e-05,0,0,0,0.000316,0.0197381075268817,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(97),Ruminococcaceae_unclassified(97),
Otu01453,4.1e-05,0,2e-05,3e-06,0,3e-06,0.000386,0.0236028842105263,Bacteria(100),Proteobacteria(100),Proteobacteria_unclassified(100),Proteobacteria_unclassified(100),Proteobacteria_unclassified(100),Proteobacteria_unclassified(100),
Otu01986,4.1e-05,0,1.8e-05,3e-06,0,3e-06,0.000386,0.0236028842105263,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00975,5.6e-05,0,2.6e-05,9e-06,0,6e-06,0.000392,0.0237200833333333,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00971,6.1e-05,0,3.6e-05,1.2e-05,0,1.2e-05,0.000436,0.0261105567010309,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01046,5e-06,0,4e-06,4.6e-05,0,1.5e-05,0.000454,0.0269110816326531,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00901,7.9e-05,0,5.1e-05,2e-05,0,8e-06,0.00046,0.0269913131313131,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01709,0,0,0,2.9e-05,0,1.7e-05,0.000523,0.0300802673267327,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVa(97),
Otu02366,0,0,0,2.9e-05,0,1.8e-05,0.000523,0.0300802673267327,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(87),
Otu01227,3e-06,0,3e-06,3.7e-05,0,2e-05,0.000567,0.0313686,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01338,3e-06,0,3e-06,3.7e-05,0,1.4e-05,0.000567,0.0313686,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01549,3e-06,0,3e-06,3.7e-05,0,1.4e-05,0.000567,0.0313686,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01634,3e-06,0,3e-06,3.7e-05,0,2.1e-05,0.000567,0.0313686,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01129,8e-06,0,8e-06,4.9e-05,0,1.5e-05,0.000579,0.0314337476635514,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01167,8e-06,0,4e-06,4.9e-05,0,1.7e-05,0.000579,0.0314337476635514,Bacteria(100),Bacteria_unclassified(99),Bacteria_unclassified(99),Bacteria_unclassified(99),Bacteria_unclassified(99),Bacteria_unclassified(99),
Otu01679,3.1e-05,0,1.5e-05,0,0,0,0.00061,0.0325090825688073,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu02347,3.1e-05,0,3.1e-05,0,0,0,0.00061,0.0325090825688073,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu01137,3.8e-05,0,2.3e-05,3e-06,0,3e-06,7e-04,0.0369663636363636,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00853,2.3e-05,0,8e-06,7.8e-05,0,2.7e-05,0.000733,0.037681389380531,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00871,2.3e-05,0,1.2e-05,7.8e-05,0,2.7e-05,0.000733,0.037681389380531,Bacteria(100),Firmicutes(88),Clostridia(82),Clostridiales(76),Clostridiales_unclassified(76),Clostridiales_unclassified(76),
Otu01117,5.9e-05,0,2.3e-05,1.2e-05,0,1.2e-05,0.000729,0.037681389380531,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00966,6.9e-05,0,4e-05,1.7e-05,0,1.3e-05,0.000752,0.0383190175438596,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Slackia(100),
Otu00030,0.001152,3e-06,0.00031,0.007061,0.000142,0.002143,0.000999,0.0400220068965517,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00053,0.000307,1e-06,0.000175,0.004774,5.4e-05,0.001315,0.000999,0.0400220068965517,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Verrucomicrobiales(100),Verrucomicrobiaceae(100),Verrucomicrobiaceae_unclassified(100),
Otu00061,0.006328,2.3e-05,0.000816,0.002025,9e-06,0.000549,0.000999,0.0400220068965517,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00076,0.000263,1e-06,0.000152,0.00268,1.8e-05,0.000761,0.000999,0.0400220068965517,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(57),
Otu00102,0.003518,3e-05,0.000932,0.000133,0,5.5e-05,0.000999,0.0400220068965517,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Anaerostipes(100),
Otu00113,0.002442,8e-06,0.00049,0.000785,1e-06,0.000212,0.000999,0.0400220068965517,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00117,0.000465,1e-06,0.000201,0.001803,4e-06,0.000338,0.000999,0.0400220068965517,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00126,0.00084,1e-06,0.000143,0.001754,1e-06,0.000206,0.000999,0.0400220068965517,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(99),
Otu00150,0.000646,0,0.000101,0.001255,0,0.000118,0.000999,0.0400220068965517,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(92),Firmicutes_unclassified(92),Firmicutes_unclassified(92),Firmicutes_unclassified(92),
